"","patent_id","assignee_id","location_id","section","actiondate"
"60","7064210","4681373381395ced733a40550595bff4","xj3o63qbnbnr","C",2006-06-20
"61","7064210","4681373381395ced733a40550595bff4","w3puye54yv6c","C",2006-06-20
"62","7064210","4681373381395ced733a40550595bff4","44kvl4rtpsm0","C",2006-06-20
"63","7064210","4681373381395ced733a40550595bff4","ossgasual7ma","C",2006-06-20
"64","7064210","4681373381395ced733a40550595bff4","g4o64z2dtieq","C",2006-06-20
"65","7064210","4681373381395ced733a40550595bff4","xqeq22fr3lpc","C",2006-06-20
"66","7064210","4681373381395ced733a40550595bff4","vupr2vddmb7v","C",2006-06-20
"67","7064210","4681373381395ced733a40550595bff4","ulml2udxp4r8","C",2006-06-20
"68","7064210","4681373381395ced733a40550595bff4","mnosbhpelslg","C",2006-06-20
"69","7070266","6c00cb129070696ef109f6264da00318","q6nre3uw2pcv","B",2006-07-04
"70","7070266","6c00cb129070696ef109f6264da00318","z67u9xombbfg","B",2006-07-04
"71","7070266","6c00cb129070696ef109f6264da00318","kjugswzn21mm","B",2006-07-04
"72","7071021","837bebe09051f0870384cc0403e745d0","tpbbtsnencs6","H",2006-07-04
"73","7075120","adaf1103871e5b109196c6c64b4a796f","s4inqxkftf8z","H",2006-07-11
"74","7075120","adaf1103871e5b109196c6c64b4a796f","xxrlzay1dc0e","H",2006-07-11
"75","7075120","adaf1103871e5b109196c6c64b4a796f","o3dw9lrpft1c","H",2006-07-11
"76","7075120","adaf1103871e5b109196c6c64b4a796f","eq09l9l610o6","H",2006-07-11
"77","7075120","adaf1103871e5b109196c6c64b4a796f","xyj4n2xztl5p","H",2006-07-11
"78","7075120","adaf1103871e5b109196c6c64b4a796f","mbahq3u4628n","H",2006-07-11
"79","7075120","adaf1103871e5b109196c6c64b4a796f","g4o64z2dtieq","H",2006-07-11
"80","7075120","adaf1103871e5b109196c6c64b4a796f","nsbraywfafal","H",2006-07-11
"81","7076357","563021a87f404cec4dccf521122a6bf6","r1ldaxzy6rzh","B",2006-07-11
"82","7076357","563021a87f404cec4dccf521122a6bf6","bdzs9w9vif8e","B",2006-07-11
"83","7076357","563021a87f404cec4dccf521122a6bf6","y2dldy75nhfr","B",2006-07-11
"84","7076357","563021a87f404cec4dccf521122a6bf6","5c5oqb65lyi9","B",2006-07-11
"85","7076357","563021a87f404cec4dccf521122a6bf6","as5p9rtadfvn","B",2006-07-11
"86","7076357","563021a87f404cec4dccf521122a6bf6","vx5zzzisf0oz","B",2006-07-11
"87","7076357","563021a87f404cec4dccf521122a6bf6","xuaw38h5jx5t","B",2006-07-11
"88","7086213","05ed5984a1478feaf227c20ee92f1805","wvezfa24fowb","B",2006-08-08
"89","7086213","05ed5984a1478feaf227c20ee92f1805","mj2vz3k59g3n","B",2006-08-08
"90","7090616","2c5d0b80cc28f386d24dca3bb88dba6d","hoxb54v4wk2g","F",2006-08-15
"91","7097977","857c2024f330204a6659a942fc456b5a","5s8pdlo0aafg","C",2006-08-29
"92","7097977","857c2024f330204a6659a942fc456b5a","n7rlydnfr2uz","C",2006-08-29
"93","7097977","857c2024f330204a6659a942fc456b5a","1u7hdbnmt1dr","C",2006-08-29
"94","7102652","c994a0c6e1b4c02e12a00162657ad10e","qxpuc04niivb","G",2006-09-05
"3304","RE39274","7c5682aad824561749c7b046d7574048","bp7pr2v60xbr","H",2006-09-12
"3305","RE39274","7c5682aad824561749c7b046d7574048","0ibf025t78ck","H",2006-09-12
"3306","RE39274","7c5682aad824561749c7b046d7574048","2lxuk7i51uxg","H",2006-09-12
"3307","RE39274","7c5682aad824561749c7b046d7574048","hm0hi9vyzmq7","H",2006-09-12
"95","7123222","d3d53ef2c8667dbc7ecaff9ab1ff3e7d","zz2zlabdyc8m","G",2006-10-17
"96","7123222","d3d53ef2c8667dbc7ecaff9ab1ff3e7d","yqxbct7g9vnu","G",2006-10-17
"97","7123222","d3d53ef2c8667dbc7ecaff9ab1ff3e7d","z8zzsf6pe0et","G",2006-10-17
"98","7123222","d3d53ef2c8667dbc7ecaff9ab1ff3e7d","arafzhvke8se","G",2006-10-17
"99","7125661","e7683d57f1e5de69e8150fac19402769","4isyc27cbfeh","C",2006-10-24
"100","7125661","e7683d57f1e5de69e8150fac19402769","ukzdscekzyz2","C",2006-10-24
"102","7148841","a17808cd097372a4c59128e4cc86d0e7","zgzui5ew1eif","G",2006-12-12
"103","7148841","a17808cd097372a4c59128e4cc86d0e7","xuaw38h5jx5t","G",2006-12-12
"104","7148841","a17808cd097372a4c59128e4cc86d0e7","u0itc5aoxl8z","G",2006-12-12
"105","7148841","a17808cd097372a4c59128e4cc86d0e7","tcyepdd0l9mq","G",2006-12-12
"106","7148841","a17808cd097372a4c59128e4cc86d0e7","mkeo7v870r3c","G",2006-12-12
"107","7160611","e4dafe3dd181926b7a61f70ff727fa5f","hoxb54v4wk2g","G",2007-01-09
"108","7160611","e4dafe3dd181926b7a61f70ff727fa5f","5s8pdlo0aafg","G",2007-01-09
"109","7160849","b9da78a054816544d864450678ea51f1","g4o64z2dtieq","C",2007-01-09
"110","7160849","b9da78a054816544d864450678ea51f1","rz4yj7q6hfjb","C",2007-01-09
"111","7160849","b9da78a054816544d864450678ea51f1","ctzk2soo2ozg","C",2007-01-09
"112","7160849","b9da78a054816544d864450678ea51f1","tcgrlm0j7k2j","C",2007-01-09
"113","7162963","a71dedf8fc6334a8f44033ac77501631","uwey32mw06zg","B",2007-01-16
"114","7164152","ca63b8e12e7c911d5edae7692628f378","hjwymoeaxrtm","H",2007-01-16
"115","7164152","ca63b8e12e7c911d5edae7692628f378","kzfn0yko19dv","H",2007-01-16
"116","7166763","e450c3134c698d02fe01fff6bfe8cd32","1rytw619v5hq","C",2007-01-23
"117","7166763","e450c3134c698d02fe01fff6bfe8cd32","xrvkydzk656d","C",2007-01-23
"118","7167324","a679e97e976730936ab01be0df0b74da","i0wnp141bf92","G",2007-01-23
"119","7167324","a679e97e976730936ab01be0df0b74da","z67u9xombbfg","G",2007-01-23
"120","7167324","a679e97e976730936ab01be0df0b74da","6oz6kcrfzu51","G",2007-01-23
"121","7167324","a679e97e976730936ab01be0df0b74da","m85u34dib7a8","G",2007-01-23
"122","7167508","dfaee2cba9199eb7fd858a08f60d02a1","z9khekieerm0","H",2007-01-23
"123","7167508","dfaee2cba9199eb7fd858a08f60d02a1","zz4xi8g6l61c","H",2007-01-23
"124","7167508","dfaee2cba9199eb7fd858a08f60d02a1","rfmxwk4iedfc","H",2007-01-23
"125","7167508","dfaee2cba9199eb7fd858a08f60d02a1","h218a6q97nfn","H",2007-01-23
"126","7167508","dfaee2cba9199eb7fd858a08f60d02a1","zkd5yj8ep6bv","H",2007-01-23
"127","7169480","91bdb24f2519d85eb4b20bc43d9ce506","i0n5ahw1wjrg","B",2007-01-30
"128","7170298","b0cde90f62f183a1f11bb6972b106a79","eftggkeo95mg","G",2007-01-30
"129","7170298","b0cde90f62f183a1f11bb6972b106a79","tdk0ut5vx9ki","G",2007-01-30
"130","7170298","b0cde90f62f183a1f11bb6972b106a79","kfqak4j6rsj0","G",2007-01-30
"131","7173549","c9c69a64c9e37eefe728df3eedbb8aaf","urcfpvcu4wwk","H",2007-02-06
"132","7179145","2e19fe5f0fe503cf575a574dfa780f71","3fgujz23w4xd","B",2007-02-20
"133","7179911","9fa3d802cd32fe51dcb91edf032348a6","n9fcx3egf6qi","C",2007-02-20
"134","7179911","9fa3d802cd32fe51dcb91edf032348a6","yrm4oxjc5bko","C",2007-02-20
"135","7179911","9fa3d802cd32fe51dcb91edf032348a6","dyynouuoxm4o","C",2007-02-20
"136","7188336","29a03fd21a4c9b1420a55ecba2105eae","3hb9ufba0e2e","G",2007-03-06
"137","7188336","29a03fd21a4c9b1420a55ecba2105eae","rfmxwk4iedfc","G",2007-03-06
"138","7188336","29a03fd21a4c9b1420a55ecba2105eae","djj2kpo64wb3","G",2007-03-06
"139","7188336","29a03fd21a4c9b1420a55ecba2105eae","6qcwqs98tfh0","G",2007-03-06
"140","7188336","29a03fd21a4c9b1420a55ecba2105eae","wsd64sbiod3a","G",2007-03-06
"141","7188336","29a03fd21a4c9b1420a55ecba2105eae","tch6v49qqg22","G",2007-03-06
"144","7193355","3595b5024499db1f64b82c879ddb52dd","hjwymoeaxrtm","H",2007-03-20
"145","7193355","3595b5024499db1f64b82c879ddb52dd","4pnxpz2wiuzy","H",2007-03-20
"147","7212047","c9c69a64c9e37eefe728df3eedbb8aaf","urcfpvcu4wwk","H",2007-05-01
"148","7212915","64bc187e79454f7dff3db8f501b4beac","xar19h8oi4lx","G",2007-05-01
"149","7212915","64bc187e79454f7dff3db8f501b4beac","9tsjfuuf68w1","G",2007-05-01
"150","7215348","ff47f6e965e5f4d0b200869f35e1ddb2","hjwymoeaxrtm","B",2007-05-08
"151","7215348","ff47f6e965e5f4d0b200869f35e1ddb2","0gaswhsfohx5","B",2007-05-08
"152","7215906","318faa852ec5a4c7236c77369ed9105e","jpxi82tnxhy5","G",2007-05-08
"153","7215906","318faa852ec5a4c7236c77369ed9105e","s9mof6llkcfs","G",2007-05-08
"154","7215906","318faa852ec5a4c7236c77369ed9105e","vraocpcok96v","G",2007-05-08
"155","7225075","dd84539d029e9c45a9de61bbb2954c6e","s10sidcp9hl8","F",2007-05-29
"156","7225075","dd84539d029e9c45a9de61bbb2954c6e","x174wlz2589i","F",2007-05-29
"157","7225075","dd84539d029e9c45a9de61bbb2954c6e","dnbilt22qvln","F",2007-05-29
"158","7225075","dd84539d029e9c45a9de61bbb2954c6e","r4crsqsw0yfl","F",2007-05-29
"159","7225075","dd84539d029e9c45a9de61bbb2954c6e","7mk2rga22y5v","F",2007-05-29
"160","7231154","6c00cb129070696ef109f6264da00318","kjugswzn21mm","G",2007-06-12
"161","7231154","6c00cb129070696ef109f6264da00318","q6nre3uw2pcv","G",2007-06-12
"162","7231154","6c00cb129070696ef109f6264da00318","z67u9xombbfg","G",2007-06-12
"164","7233229","237c2b0099548ddbfa5a37f07e0687ab","23pta3jjpriv","H",2007-06-19
"165","7239580","2dc6c0fdb1c776d366dedf949cf691ea","yk19ckd7x9r4","G",2007-07-03
"170","7260738","237c2b0099548ddbfa5a37f07e0687ab","23pta3jjpriv","G",2007-08-21
"173","7272336","5d649a60a1659ddc91d78769c5b63481","6pukxw1hmtnb","G",2007-09-18
"174","7274362","15e345ed95290562b7a8ba0985d0aba9","5e8eshs7pp83","G",2007-09-25
"175","7274362","15e345ed95290562b7a8ba0985d0aba9","7tl6t1hjfbjm","G",2007-09-25
"176","7274362","15e345ed95290562b7a8ba0985d0aba9","s4inqxkftf8z","G",2007-09-25
"177","7285454","126e2b2ee7423e5516d50564a2ed7910","s91h4hu5t3bd","H",2007-10-23
"178","7285454","126e2b2ee7423e5516d50564a2ed7910","28y97mlfmayw","H",2007-10-23
"179","7285454","126e2b2ee7423e5516d50564a2ed7910","p6sw9qe45dvk","H",2007-10-23
"180","7285454","126e2b2ee7423e5516d50564a2ed7910","i0n5ahw1wjrg","H",2007-10-23
"181","7285454","126e2b2ee7423e5516d50564a2ed7910","xrvkydzk656d","H",2007-10-23
"182","7285454","126e2b2ee7423e5516d50564a2ed7910","wy09e6twn0s1","H",2007-10-23
"184","7319303","7e9ed2dc2ceae26b299fda470b5a7cad","1xvx7kvfaxsv","H",2008-01-15
"185","7319303","7e9ed2dc2ceae26b299fda470b5a7cad","rfrt0setutyd","H",2008-01-15
"186","7326887","fb788f4a55950d71d82d4c6f02fc8bef","sr4uj506s4v0","H",2008-02-05
"187","7326887","fb788f4a55950d71d82d4c6f02fc8bef","m89gu906ox55","H",2008-02-05
"188","7326887","fb788f4a55950d71d82d4c6f02fc8bef","p5l5fzqa5vq9","H",2008-02-05
"189","7326887","fb788f4a55950d71d82d4c6f02fc8bef","wdtx66b8ludm","H",2008-02-05
"190","7329302","0aa14f0ef0d845689cbc14e20d25e507","x899j93d1w83","B",2008-02-12
"191","7329535","4681373381395ced733a40550595bff4","g4o64z2dtieq","C",2008-02-12
"192","7329535","4681373381395ced733a40550595bff4","w3puye54yv6c","C",2008-02-12
"193","7329535","4681373381395ced733a40550595bff4","xj3o63qbnbnr","C",2008-02-12
"194","7329535","4681373381395ced733a40550595bff4","ossgasual7ma","C",2008-02-12
"195","7329535","4681373381395ced733a40550595bff4","xqeq22fr3lpc","C",2008-02-12
"196","7329535","4681373381395ced733a40550595bff4","vupr2vddmb7v","C",2008-02-12
"197","7329535","4681373381395ced733a40550595bff4","368rgo0c5gr5","C",2008-02-12
"198","7329535","4681373381395ced733a40550595bff4","ulml2udxp4r8","C",2008-02-12
"199","7329535","4681373381395ced733a40550595bff4","44kvl4rtpsm0","C",2008-02-12
"200","7329535","4681373381395ced733a40550595bff4","mnosbhpelslg","C",2008-02-12
"201","7334647","848e13778892b116d563f083b6d3a2ca","46k2ppovwlw0","B",2008-02-26
"202","7334647","848e13778892b116d563f083b6d3a2ca","qskklz9ovp5q","B",2008-02-26
"205","7350806","c230daf3b439e7ba26243462feff4b7d","eymt3g2m00q5","B",2008-04-01
"206","7350806","c230daf3b439e7ba26243462feff4b7d","zggzunh1wgti","B",2008-04-01
"208","7368074","60f274449612d61c45102771ae01648c","kjugswzn21mm","B",2008-05-06
"209","7368074","60f274449612d61c45102771ae01648c","hoxb54v4wk2g","B",2008-05-06
"210","7368074","60f274449612d61c45102771ae01648c","68b4vi2nqf6a","B",2008-05-06
"212","7377290","2c5d0b80cc28f386d24dca3bb88dba6d","hoxb54v4wk2g","F",2008-05-27
"213","7384060","52ef4fb020e001ebc7d2a1a9b42251c4","zb1xpbgic1t8","B",2008-06-10
"214","7388890","b2650e539309879672da18abef3dec86","08ch392ww5ms","H",2008-06-17
"215","7388890","b2650e539309879672da18abef3dec86","3pu5598pefnn","H",2008-06-17
"216","7391060","e1e0fae71630c91e562f05cc2dffa242","cw00u1ios082","H",2008-06-24
"217","7391060","e1e0fae71630c91e562f05cc2dffa242","g4o64z2dtieq","H",2008-06-24
"218","7391060","e1e0fae71630c91e562f05cc2dffa242","zpaind5vrehc","H",2008-06-24
"219","7391060","e1e0fae71630c91e562f05cc2dffa242","4qmzdke0loj1","H",2008-06-24
"220","7391060","e1e0fae71630c91e562f05cc2dffa242","wdeu5d0wnzo5","H",2008-06-24
"221","7391060","e1e0fae71630c91e562f05cc2dffa242","zp5gw9vgbazs","H",2008-06-24
"222","7391060","e1e0fae71630c91e562f05cc2dffa242","jzb54a79ah4g","H",2008-06-24
"223","7391060","e1e0fae71630c91e562f05cc2dffa242","7e8n2sd3al5d","H",2008-06-24
"224","7391060","e1e0fae71630c91e562f05cc2dffa242","zoa1t1p30gd1","H",2008-06-24
"225","7391102","deadba6855fab3966025163024a2a8b5","roq1m600tpbs","H",2008-06-24
"226","7391102","deadba6855fab3966025163024a2a8b5","mbahq3u4628n","H",2008-06-24
"227","7391102","deadba6855fab3966025163024a2a8b5","yomul5grrhms","H",2008-06-24
"228","7391102","deadba6855fab3966025163024a2a8b5","zg2ojl1jji7g","H",2008-06-24
"229","7391102","deadba6855fab3966025163024a2a8b5","52jafzeo4bja","H",2008-06-24
"230","7391102","deadba6855fab3966025163024a2a8b5","9g39rbno4hax","H",2008-06-24
"231","7391102","deadba6855fab3966025163024a2a8b5","no1xwuiim1db","H",2008-06-24
"232","7391102","deadba6855fab3966025163024a2a8b5","og3095bxmv51","H",2008-06-24
"233","7391102","deadba6855fab3966025163024a2a8b5","z3upg8qoq4ql","H",2008-06-24
"234","7396588","eca0ebe0954b250921104828d6f5465f","ulr8iotb0fdc","B",2008-07-08
"235","7396588","eca0ebe0954b250921104828d6f5465f","tdk0ut5vx9ki","B",2008-07-08
"236","7396588","eca0ebe0954b250921104828d6f5465f","7076r7yr78ll","B",2008-07-08
"237","7396588","eca0ebe0954b250921104828d6f5465f","tpbbtsnencs6","B",2008-07-08
"238","7399074","5d649a60a1659ddc91d78769c5b63481","6pukxw1hmtnb","B",2008-07-15
"239","7399558","6c00cb129070696ef109f6264da00318","kjugswzn21mm","G",2008-07-15
"240","7399558","6c00cb129070696ef109f6264da00318","z67u9xombbfg","G",2008-07-15
"241","7399558","6c00cb129070696ef109f6264da00318","q6nre3uw2pcv","G",2008-07-15
"242","7403085","22817f7a619b8a60fd4aec1a5166ddc6","lhmau1isxv73","H",2008-07-22
"243","7403085","22817f7a619b8a60fd4aec1a5166ddc6","v6ll9kf1l7za","H",2008-07-22
"244","7403085","22817f7a619b8a60fd4aec1a5166ddc6","g4o64z2dtieq","H",2008-07-22
"245","7403085","22817f7a619b8a60fd4aec1a5166ddc6","s4inqxkftf8z","H",2008-07-22
"246","7403085","22817f7a619b8a60fd4aec1a5166ddc6","tsnrf8l25pqd","H",2008-07-22
"247","7403085","22817f7a619b8a60fd4aec1a5166ddc6","bim57jg0m84y","H",2008-07-22
"248","7403085","22817f7a619b8a60fd4aec1a5166ddc6","y8kx2dvvv5sb","H",2008-07-22
"249","7403085","22817f7a619b8a60fd4aec1a5166ddc6","3yh2fb5wun2u","H",2008-07-22
"250","7403085","22817f7a619b8a60fd4aec1a5166ddc6","l7axktbc58i0","H",2008-07-22
"251","7403085","22817f7a619b8a60fd4aec1a5166ddc6","yomul5grrhms","H",2008-07-22
"252","7403085","22817f7a619b8a60fd4aec1a5166ddc6","ou4bhgo3h72n","H",2008-07-22
"253","7403085","22817f7a619b8a60fd4aec1a5166ddc6","0rcxu41fpjky","H",2008-07-22
"254","7403085","22817f7a619b8a60fd4aec1a5166ddc6","708cls31idoj","H",2008-07-22
"255","7403085","22817f7a619b8a60fd4aec1a5166ddc6","8h7hmhhmg0oq","H",2008-07-22
"256","7409536","29a03fd21a4c9b1420a55ecba2105eae","6qcwqs98tfh0","G",2008-08-05
"257","7409536","29a03fd21a4c9b1420a55ecba2105eae","3hb9ufba0e2e","G",2008-08-05
"258","7409536","29a03fd21a4c9b1420a55ecba2105eae","rfmxwk4iedfc","G",2008-08-05
"259","7409536","29a03fd21a4c9b1420a55ecba2105eae","tch6v49qqg22","G",2008-08-05
"260","7409536","29a03fd21a4c9b1420a55ecba2105eae","djj2kpo64wb3","G",2008-08-05
"261","7409536","29a03fd21a4c9b1420a55ecba2105eae","wsd64sbiod3a","G",2008-08-05
"262","7418850","162ab6f18a6d5dd12f8ba6e6a325800c","mbahq3u4628n","B",2008-09-02
"263","7418850","162ab6f18a6d5dd12f8ba6e6a325800c","tdk0ut5vx9ki","B",2008-09-02
"264","7425955","6c00cb129070696ef109f6264da00318","q6nre3uw2pcv","G",2008-09-16
"265","7425955","6c00cb129070696ef109f6264da00318","kjugswzn21mm","G",2008-09-16
"266","7425955","6c00cb129070696ef109f6264da00318","z67u9xombbfg","G",2008-09-16
"267","7426480","6688ae7a46bec0feb84338c0f798d33c","4blsy3k5os9l","G",2008-09-16
"268","7426480","6688ae7a46bec0feb84338c0f798d33c","42r3tplwrkvp","G",2008-09-16
"269","7429810","c55c12bf062e40fd283c87726d053387","5qzlklkjcu2v","H",2008-09-30
"270","7429810","c55c12bf062e40fd283c87726d053387","yz3o2uzhk4wy","H",2008-09-30
"271","7429810","c55c12bf062e40fd283c87726d053387","hoxb54v4wk2g","H",2008-09-30
"272","7429810","c55c12bf062e40fd283c87726d053387","hjwymoeaxrtm","H",2008-09-30
"273","7429810","c55c12bf062e40fd283c87726d053387","4aamvg0rzfgk","H",2008-09-30
"274","7429810","c55c12bf062e40fd283c87726d053387","xq7uugyi2888","H",2008-09-30
"275","7429810","c55c12bf062e40fd283c87726d053387","6nx3jeujn42a","H",2008-09-30
"276","7429810","c55c12bf062e40fd283c87726d053387","lfwhguxj3sy7","H",2008-09-30
"277","7429810","c55c12bf062e40fd283c87726d053387","tdk0ut5vx9ki","H",2008-09-30
"278","7429810","c55c12bf062e40fd283c87726d053387","a5bs985lya6v","H",2008-09-30
"279","7431795","b2c7ca05911e61598e7d2afb6735744f","5e8eshs7pp83","C",2008-10-07
"280","7431795","b2c7ca05911e61598e7d2afb6735744f","rfmxwk4iedfc","C",2008-10-07
"281","7431795","b2c7ca05911e61598e7d2afb6735744f","6rgj6bpelcd4","C",2008-10-07
"282","7436278","dd84539d029e9c45a9de61bbb2954c6e","s10sidcp9hl8","H",2008-10-14
"283","7436278","dd84539d029e9c45a9de61bbb2954c6e","7mk2rga22y5v","H",2008-10-14
"284","7436278","dd84539d029e9c45a9de61bbb2954c6e","dnbilt22qvln","H",2008-10-14
"285","7436278","dd84539d029e9c45a9de61bbb2954c6e","r4crsqsw0yfl","H",2008-10-14
"286","7436278","dd84539d029e9c45a9de61bbb2954c6e","x174wlz2589i","H",2008-10-14
"287","7441023","729bb129b485d05938367ede85436ae4","f1e6gjbcs4t6","G",2008-10-21
"288","7441023","729bb129b485d05938367ede85436ae4","so0v5o76uxdy","G",2008-10-21
"289","7441023","729bb129b485d05938367ede85436ae4","ezwa07nuxcfu","G",2008-10-21
"290","7441023","729bb129b485d05938367ede85436ae4","jd8nmegx9n11","G",2008-10-21
"291","7441023","729bb129b485d05938367ede85436ae4","m89gu906ox55","G",2008-10-21
"292","7441023","729bb129b485d05938367ede85436ae4","kevl5wau6bpl","G",2008-10-21
"293","7441023","729bb129b485d05938367ede85436ae4","tmly2vvop1j8","G",2008-10-21
"294","7441023","729bb129b485d05938367ede85436ae4","3v1q1lzaj8vp","G",2008-10-21
"295","7441023","729bb129b485d05938367ede85436ae4","5gi0ndpgke9c","G",2008-10-21
"296","7441023","729bb129b485d05938367ede85436ae4","vi8z384dkkgu","G",2008-10-21
"297","7441023","729bb129b485d05938367ede85436ae4","wnsg7u22e47w","G",2008-10-21
"298","7441023","729bb129b485d05938367ede85436ae4","ub9akf3rvr7y","G",2008-10-21
"299","7441023","729bb129b485d05938367ede85436ae4","g4o64z2dtieq","G",2008-10-21
"300","7441023","729bb129b485d05938367ede85436ae4","s4inqxkftf8z","G",2008-10-21
"301","7441023","729bb129b485d05938367ede85436ae4","6dn5abab699r","G",2008-10-21
"302","7441023","729bb129b485d05938367ede85436ae4","mlxsyl9lz9ez","G",2008-10-21
